lat,lng
37.4339846,126.7120832
37.4339927,126.7120878
37.4339992,126.7120917
37.4340708,126.7121287
37.4340877,126.7121319
37.4341059,126.7121254
37.4341302,126.7121375
37.4341447,126.7121378
37.4341491,126.712134
37.4341484,126.7121362
37.4341355,126.7121368
37.4341348,126.7121378
37.4341324,126.7121304
37.4341336,126.7120871
37.4341323,126.7120632
37.4341019,126.7119857
37.4340793,126.711908
37.4340731,126.7118769
37.43406,126.7117335
37.4340596,126.7115989
37.4340535,126.7114401
37.4340477,126.7113019
37.4340474,126.7111782
37.4340453,126.711114
37.4340406,126.7109916
37.4340378,126.7108675
37.4340326,126.710671
37.4340283,126.7105375
37.4340273,126.7104713
37.4340227,126.7103469
37.4340095,126.7101747
37.4340071,126.7100885
37.4340092,126.7100406
37.4340175,126.7098591
37.4340195,126.7097909
37.434015,126.7096529
37.4340056,126.7094654
37.4340049,126.7094281
37.4340008,126.7092736
37.4339946,126.7091706
37.4339913,126.7091173
37.4339884,126.709018
37.4339831,126.7089224
37.4339795,126.7088181
37.4339755,126.7087078
37.4339748,126.7085842
37.4339774,126.7085035
37.4339781,126.708462
37.4339768,126.7083393
37.4339752,126.7082992
37.433974,126.7082182
37.4339703,126.7081328
37.4339612,126.7080631
37.4339411,126.7079961
37.4339245,126.7079455
37.4339081,126.7079052
37.4338815,126.7078596
37.4338828,126.7078308
37.4338869,126.7078144
37.4339137,126.7077893
37.433974,126.7077711
37.4340682,126.707745
37.4342159,126.707707
37.4342719,126.7076886
37.4344282,126.707629
37.4347093,126.7075336
37.4348096,126.7075035
37.4350248,126.7074373
37.4353579,126.7073351
37.4356033,126.7072655
37.4358476,126.7071967
37.4359626,126.7071641
37.4361904,126.7070948
37.4364081,126.7070304
37.4367499,126.706938
37.4369889,126.706871
37.437246,126.7067992
37.437505,126.7067216
37.4377797,126.7066407
37.4380494,126.706564
37.4383176,126.7064908
37.4384574,126.7064562
37.4388705,126.7063686
37.4391433,126.706332
37.4394295,126.7063162
37.4397161,126.7063179
37.4398612,126.7063295
37.4401386,126.7063645
