lat,lng
37.4320878,126.7153199
37.4320563,126.7142927
37.4319463,126.7141974
37.4318805,126.7141366
37.4318216,126.7139795
37.4317968,126.7139444
37.431741,126.7138474
37.431613,126.713635
37.4315141,126.7134919
37.4314147,126.7133607
37.4313673,126.7133001
37.4312286,126.7131157
37.4311559,126.7130127
37.4311243,126.7129721
37.4310723,126.7129115
37.4310449,126.7128717
37.431027,126.7128332
37.4310146,126.7127883
37.4310122,126.7127658
37.4310541,126.7126606
37.4311392,126.7125765
37.4312511,126.7124573
37.4313775,126.712286
37.4314893,126.7120746
37.4315777,126.7118324
37.4315865,126.7115486
37.4315906,126.7113968
37.4316222,126.7109283
37.4316522,126.7106127
37.4316642,126.7104647
37.4316858,126.7101858
37.4316911,126.7097871
37.4316851,126.7096509
37.4316591,126.7093683
37.4316118,126.7090707
37.431611,126.7087876
37.4317356,126.7084824
37.4318556,126.7083768
37.4319329,126.7083478
37.4322034,126.7082881
37.4323922,126.708241
37.4325841,126.7081872
37.4327956,126.7081265
37.4330182,126.7080663
37.4332493,126.7080013
37.4334441,126.7079422
37.4335825,126.7078973
37.4336479,126.7078757
37.4338308,126.707822
37.4339096,126.707807
37.4339394,126.7077998
37.4339571,126.707796
37.4340337,126.7077692
37.4341385,126.7077408
37.4342636,126.7077033
37.4344167,126.7076581
37.4344962,126.7076346
37.4347123,126.7075692
37.4348548,126.7075252
37.4349454,126.7074998
37.4352792,126.7074033
37.4354071,126.7073655
37.4356765,126.7072826
37.435961,126.7071981
37.4362578,126.7071135
37.4365556,126.7070236
37.4368374,126.7069429
37.4370979,126.7068698
37.4373101,126.7068054
37.4375756,126.7067254
37.4377078,126.7066934
37.4377582,126.7066917
37.4378263,126.7067148
37.437811,126.7067193
37.4378071,126.7067205
37.4378063,126.7067207
37.4378052,126.7067211
37.4378051,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
37.437805,126.7067211
