lat,lng
37.4494225,126.7062601
37.4494542,126.7062627
37.4494398,126.7062398
37.4494456,126.7062254
37.4494562,126.7062112
37.449452,126.706206
37.4494452,126.7062102
37.4494399,126.706212
37.4494283,126.7062122
37.449423,126.7062005
37.449423,126.7062005
37.4493749,126.7061797
37.4493746,126.7061796
37.4493769,126.7061805
37.4493773,126.7061807
37.4493401,126.7061738
37.4493025,126.7061766
37.4492882,126.7061778
37.4492481,126.7061707
37.4491897,126.7061795
37.449153,126.7061851
37.4491384,126.7061824
37.4491192,126.7061556
37.449119,126.706104
37.4491275,126.7059907
37.4491333,126.7059425
37.4491448,126.7057965
37.4491542,126.7057101
37.4491629,126.7056267
37.4491704,126.7055566
37.4491929,126.7054857
37.4492375,126.7054408
37.4492541,126.705444
37.4492811,126.7054684
37.4492811,126.7054747
37.4492769,126.7054743
37.4492762,126.7054744
37.4492773,126.7054708
37.4492687,126.7054675
37.4492606,126.7054758
37.4492583,126.7054763
37.4492523,126.7054688
37.4492463,126.7054577
37.4492377,126.7053765
37.44924,126.705275
37.4492424,126.705196
37.4492373,126.7051636
37.4492305,126.7051687
37.4492244,126.7051742
37.4492175,126.7051773
37.4492113,126.7051805
37.4492093,126.7051815
37.449205,126.7051849
37.4492021,126.7051864
37.4491983,126.7051885
37.4491974,126.7051873
37.4491978,126.7051478
37.4491994,126.7050689
37.4492001,126.7050222
37.4492066,126.7049235
37.4492155,126.7047592
37.4492206,126.704668
37.4492265,126.704597
37.4492292,126.7045674
37.4492256,126.7044762
37.4492229,126.704452
37.4492223,126.7043921
37.4492313,126.7043398
37.4492409,126.7042734
37.4492483,126.7041985
37.4492497,126.7041413
37.4492469,126.7040894
37.4492515,126.7040431
37.4492551,126.7040067
37.4492588,126.7039905
37.4492665,126.7039564
37.4492942,126.7039143
37.449332,126.703895
37.4493563,126.7038985
37.4494595,126.7039523
37.4495025,126.7039628
37.449641,126.7039585
37.4497309,126.7039743
37.4497633,126.7039824
37.4498147,126.7040071
37.4498059,126.7040047
37.4498,126.7040029
37.4498233,126.7040165
37.4498385,126.7040715
37.4498489,126.7041296
37.4498563,126.7042754
37.4498494,126.7046278
37.4498641,126.7049063
