lat,lng
37.406244,126.729465
37.406312,126.729293
37.406311,126.729319
37.406323,126.729382
37.40647,126.729179
37.406647,126.728857
37.406696,126.728813
37.406809,126.72871
37.406829,126.728479
37.406602,126.727897
37.406412,126.727272
37.406227,126.726447
37.406119,126.725908
37.405969,126.725163
37.405839,126.724509
37.405757,126.724092
37.405738,126.723992
37.405714,126.723864
37.405651,126.723538
37.405547,126.722968
37.405438,126.722377
37.405295,126.721599
37.405155,126.720832
37.40507,126.720384
37.405027,126.720178
37.405027,126.720177
37.404982,126.719973
37.404896,126.719449
37.404805,126.718798
37.404696,126.71803
37.404541,126.717005
37.404422,126.716209
37.40432,126.715209
37.40434,126.714133
37.404416,126.713271
37.404592,126.712216
37.404779,126.7114
37.405051,126.710524
37.40537,126.709527
37.405773,126.708526
37.406228,126.707534
37.406568,126.70678
37.407053,126.705705
37.40745,126.704888
37.407874,126.70397
37.408279,126.703112
37.408656,126.702336
37.409012,126.701547
37.409187,126.70117
37.409618,126.701388
37.410183,126.701827
37.410908,126.702314
37.411509,126.702764
37.412226,126.703285
37.412531,126.703523
37.412521,126.703522
37.41262,126.703596
37.412878,126.703379
37.413189,126.702725
37.413437,126.702203
37.413856,126.701315
37.414199,126.700589
37.414598,126.699754
37.414876,126.699168
37.41503,126.698803
37.415048,126.698749
37.415118,126.698601
37.415236,126.698357
37.415506,126.697865
37.415972,126.697122
37.416466,126.696326
37.416891,126.69567
37.417287,126.695039
37.417573,126.694552
37.417777,126.694203
37.418144,126.694228
37.418493,126.694599
37.419012,126.695146
37.419545,126.695724
37.420256,126.696476
37.420891,126.697083
37.421644,126.697625
37.425834,126.698975
37.426721,126.699005
37.427202,126.699003
37.42745,126.698956
37.42747,126.698968
37.427674,126.698977
37.428163,126.699023
37.428537,126.699139
37.42914,126.699128
37.429795,126.699113
37.430333,126.698968
37.430904,126.698853
37.431149,126.69914
37.431313,126.699801
37.431581,126.700339
37.431635,126.70099
37.431653,126.701828
37.431634,126.70276
37.431772,126.703458
37.431773,126.704155
37.43162,126.70485
37.431404,126.70582
37.431294,126.706464
37.431125,126.706413
37.431093,126.706393
37.430973,126.706326
37.430773,126.706257
37.430583,126.706192
37.430398,126.706118
37.430269,126.706035
37.430129,126.70597
37.430006,126.705979
37.429817,126.706029
37.429663,126.706003
37.429618,126.706
37.429262,126.705997
37.429157,126.705978
37.429133,126.706011
37.429237,126.706103
37.429237,126.706103
